"","day","temp","visib","wdsp","prcp","sndp","fog","NUM_CRIMES"
"1441",3,30.5,6.8,7,0,999.9,0,0.66304347826087
"1442",4,36,8.5,10.3,0,999.9,0,0.75
"1443",5,34.3,7.2,5.2,0,999.9,0,0.703557312252964
"1444",6,40.6,1.7,6.4,0.36,999.9,1,0.783596837944664
"1445",7,38.5,5.7,7.5,0.14,999.9,0,0.735177865612648
"1446",1,36.9,7.4,5.8,0,999.9,1,0.741106719367589
"1447",2,35.6,10,6.8,0,999.9,0,0.703557312252964
"1448",3,30.5,9.8,4.5,0,999.9,0,0.706521739130435
"1449",4,40.1,10,9.3,0,999.9,0,0.731225296442688
"1450",5,45.4,7.8,6.4,0,999.9,0,0.778656126482213
"1451",6,36.9,6.2,13.1,0.06,999.9,0,0.791501976284585
"1452",7,31.3,9.9,7.2,0.04,999.9,0,0.75098814229249
"1453",1,34.4,9.1,8.2,0,999.9,0,0.628458498023715
"1454",2,30.3,10,9.8,0,999.9,0,0.601778656126482
"1455",3,35.7,9.8,5.4,0.01,999.9,0,0.442687747035573
"1456",4,36.7,10,2.5,0,999.9,0,0.619565217391304
"1457",5,43.8,8.9,14.2,0,999.9,0,0.619565217391304
"1458",6,43.2,9.1,15.6,0.52,999.9,0,0.716403162055336
"1459",7,29.5,6.5,7.2,0.01,999.9,0,0.687747035573123
"1460",1,27,9.7,10.6,0,999.9,0,0.662055335968379
"1461",2,36.4,6.3,8,0,999.9,0,0.640316205533597
"1462",3,32.6,7.7,9.1,0.66,999.9,0,1
"1463",4,29.5,6.5,6.7,0,999.9,0,0.628846153846154
"1464",5,30.8,9.7,9.8,0,999.9,0,0.723076923076923
"1465",6,37.9,10,8.4,0,999.9,0,0.7375
"1466",7,39.8,10,6.8,0,999.9,0,0.761538461538461
"1467",1,40.2,10,9.5,0,999.9,0,0.638461538461538
"1468",2,45.6,8.8,15.5,0,999.9,0,0.65
"1469",3,42.8,8.2,11.9,0.38,999.9,0,0.673076923076923
"1470",4,23.8,9.6,15,0,999.9,0,0.606730769230769
"1471",5,19.4,10,6.8,0,999.9,0,0.659615384615385
"1472",6,26.7,9.5,4.4,0,999.9,0,0.753846153846154
"1473",7,30.3,5.6,8,0,3.1,1,0.646153846153846
"1474",1,30.3,6.9,13.3,0.07,3.1,0,0.550961538461539
"1475",2,26.2,9.2,7,0,3.1,0,0.610576923076923
"1476",3,26.4,6.5,10.9,0,3.1,0,0.669230769230769
"1477",4,32.4,7.9,8.8,0,2,0,0.672115384615385
"1478",5,31.5,7.5,5.4,0,1.2,0,0.627884615384615
"1479",6,31.5,9,7.9,0,1.2,0,0.641346153846154
"1480",7,27.6,4.7,16.4,0.03,5.9,0,0.5
"1481",1,14.8,7.8,14.5,0.01,5.9,0,0.474038461538462
"1482",2,10.9,8.6,7.9,0,5.9,0,0.533653846153846
"1483",3,20.3,7.7,10.4,0,5.1,0,0.6
"1484",4,31.4,3.7,7.7,0.23,5.1,0,0.635576923076923
"1485",5,17.9,6.8,9.1,0.07,3.9,0,0.583653846153846
"1486",6,2.8,8.9,12.8,0,5.1,0,0.563461538461538
"1487",7,4.6,8.8,6.1,0,5.1,0,0.510576923076923
"1488",1,5.5,8.3,6.3,0.03,5.9,0,0.501923076923077
"1489",2,20.4,4.3,11.6,0.15,7.1,1,0.500961538461538
"1490",3,6.4,7.5,14.8,0.1,5.9,0,0.475
"1491",4,-13.5,10,15.8,0,5.9,0,0.327884615384615
"1492",5,-12.5,9.1,7.7,0,5.9,0,0.440384615384615
"1493",6,9.2,6.3,4.3,0.03,7.1,0,0.743269230769231
"1494",7,26.6,7.5,8.6,0,3.9,0,0.694230769230769
"1495",1,41,6.5,9.7,0,1.2,0,0.571153846153846
"1496",2,47.3,7.8,9.5,0,999.9,0,0.706730769230769
"1497",3,30.8,9.9,9.6,0.02,999.9,0,0.626923076923077
"1498",4,34.5,5,6.3,0.26,999.9,1,0.611538461538462
"1499",5,35.9,3.9,8.6,0.33,999.9,1,0.644230769230769
"1500",6,11.5,8.2,18.7,0.13,999.9,0,0.617307692307692
"1501",7,13.5,10,6.5,0,999.9,0,0.726923076923077
"1502",1,24.9,8.4,6.6,0,1.2,0,0.613461538461539
"1503",2,29.6,5.5,7.9,0.04,1.2,0,0.6
"1504",3,31.6,3,11.1,0.44,1.2,0,0.639423076923077
"1505",4,20.6,6.8,16.7,0.01,1.2,0,0.618269230769231
"1506",5,36.8,10,9,0,1.2,0,0.713461538461538
"1507",6,23.7,9.3,12.9,0,999.9,0,0.710576923076923
"1508",7,22.2,10,7.6,0,999.9,0,0.65
"1509",1,26.7,7.5,10.5,0,999.9,0,0.593269230769231
"1510",2,26.8,4.6,6.6,0.11,3.1,0,0.567307692307692
"1511",3,24.1,10,3.1,0.02,2,0,0.5875
"1512",4,31.6,6.1,11.2,0.01,1.2,0,0.607692307692308
"1513",5,31.9,9.8,12.3,0.03,1.2,0,0.669230769230769
"1514",6,30.4,9.7,6,0,999.9,0,0.685576923076923
"1515",7,35.6,7,7.7,0,999.9,0,0.622115384615385
"1516",1,36.3,8,18.8,0.42,999.9,1,0.525961538461538
"1517",2,15.6,10,12.9,0.01,999.9,0,0.572115384615385
"1518",3,21.5,9.6,9.4,0,999.9,0,0.584615384615385
"1519",4,26.3,9,8.6,0,999.9,0,0.624038461538462
"1520",5,20.1,10,5.8,0,999.9,0,0.571153846153846
"1521",6,28.6,10,4.9,0,999.9,0,0.720192307692308
"1522",7,30.8,8.7,6.5,0,999.9,0,0.6375
"1523",1,23.8,10,9.3,0,999.9,0,0.529807692307692
"1524",2,6.6,10,12.6,0,999.9,0,0.523076923076923
"1525",3,13.2,8.8,14.2,0,999.9,0,0.520192307692308
"1526",4,18.1,10,11.8,0,999.9,0,0.603846153846154
"1527",5,24.2,10,7.7,0,999.9,0,0.585576923076923
"1528",6,29.4,8,5.2,0,999.9,0,0.689423076923077
"1529",7,35,7.8,10.5,0,999.9,0,0.593269230769231
"1530",1,37.9,8.9,18.2,0.37,999.9,0,0.588461538461538
"1531",2,33.3,10,9.9,0,999.9,0,0.673076923076923
"1532",3,36.3,10,6.2,0,999.9,0,0.602884615384615
"1533",4,47.1,9,10.7,0.15,999.9,0,0.661538461538462
"1534",5,56.2,8.8,15,0.32,999.9,0,0.648076923076923
"1535",6,38.6,8.3,15.7,0.32,999.9,0,0.705769230769231
"1536",7,35.5,10,10.3,0,999.9,0,0.736538461538462
"1537",1,36,9.9,6.2,0,999.9,0,0.5875
"1538",2,36.1,9.8,6.1,0,999.9,0,0.625961538461538
"1539",3,39.8,10,6.7,0,999.9,0,0.618269230769231
"1540",4,42.5,7.7,7.7,0,999.9,0,0.664423076923077
"1541",5,40.4,7.5,9.2,0.08,999.9,0,0.6625
"1542",6,40.6,10,10.4,0,999.9,0,0.681730769230769
"1543",7,37.9,10,3.6,0,999.9,0,0.663461538461538
"1544",1,46,9.8,4.6,0,999.9,0,0.623076923076923
"1545",2,37.6,9.6,15,0.11,999.9,0,0.614423076923077
"1546",3,36.1,10,6.4,0,999.9,0,0.645192307692308
"1547",4,42.8,10,7.8,0,999.9,0,0.671153846153846
"1548",5,53.5,9.7,11.3,0.08,999.9,0,0.656730769230769
"1549",6,47.5,10,7,0.01,999.9,0,0.648076923076923
"1550",7,40.2,7.3,11.3,0.61,999.9,0,0.6375
"1551",1,31.9,9.6,12.6,0.22,999.9,0,0.6125
"1552",2,36.5,10,9.6,0,999.9,0,0.759615384615385
"1553",3,44.9,9.8,12.9,0,999.9,0,0.632692307692308
"1554",4,47,10,8.9,0,999.9,0,0.653846153846154
"1555",5,46.7,8,8.5,0.16,999.9,0,0.636538461538461
"1556",6,45,7.4,4.9,0.16,999.9,0,0.675961538461539
"1557",7,52.3,6.2,4.2,0,999.9,1,0.713461538461538
"1558",1,59.4,10,7.3,0,999.9,0,0.675961538461539
"1559",2,62.7,10,6.9,0.08,999.9,0,0.715384615384615
"1560",3,60.9,10,9.8,0,999.9,0,0.666346153846154
"1561",4,41.6,9.8,13.8,0,999.9,0,0.633653846153846
"1562",5,45.6,10,15.8,0.06,999.9,0,0.719230769230769
"1563",6,50.6,9.2,14.9,0.47,999.9,0,0.748076923076923
"1564",7,44.3,10,11.2,0.13,999.9,0,0.725
"1565",1,37.1,5.1,14.6,0.05,3.1,1,0.515384615384615
"1566",2,39.9,8.4,7.8,0.4,1.2,0,0.694230769230769
"1567",3,57.8,10,9.4,0,999.9,0,0.679807692307692
"1568",4,57.9,8.8,8.5,0,999.9,0,0.664423076923077
"1569",5,58.6,8,10.9,0.08,999.9,0,0.602884615384615
"1570",6,44.5,9.9,18.2,0.44,999.9,0,0.625
"1571",7,50.6,10,16,0,999.9,0,0.701923076923077
"1572",1,59.6,10,6,0,999.9,0,0.620192307692308
"1573",2,68.4,10,10.5,0,999.9,0,0.706730769230769
"1574",3,59.1,9.5,9.6,0.19,999.9,0,0.713461538461538
"1575",4,53.9,10,4.9,0,999.9,0,0.675
"1576",5,57.7,10,3.5,0,999.9,0,0.736538461538462
"1577",6,56.5,9.7,14.5,0.06,999.9,0,0.730769230769231
"1578",7,42.9,7.1,9.8,0.03,1.2,1,0.604807692307692
"1579",1,41.5,8.9,11.4,0.85,1.2,0,0.581730769230769
"1580",2,46.8,8.2,9.6,0.4,999.9,0,0.688461538461538
"1581",3,46.1,5.4,7.8,1.14,999.9,0,0.700961538461538
"1582",4,52.9,6.8,9.1,1.29,999.9,0,0.777884615384615
"1583",5,45.8,4.6,7.6,0.04,999.9,0,0.671153846153846
"1584",6,48.6,8.8,10.4,0.32,999.9,0,0.760576923076923
"1585",7,50.9,10,6.6,0.02,999.9,0,0.672115384615385
"1586",1,58.8,10,4.9,0,999.9,0,0.749038461538462
"1587",2,60.7,10,7,0,999.9,0,0.759615384615385
"1588",3,47.4,8.3,10.9,0.41,999.9,0,0.673076923076923
"1589",4,53.7,10,10.8,0.1,999.9,0,0.729807692307692
"1590",5,63.2,7.3,10.6,0.38,999.9,0,0.708653846153846
"1591",6,50.1,10,8.8,0,999.9,0,0.766346153846154
"1592",7,48.1,10,6.1,0,999.9,0,0.669230769230769
"1593",1,47.2,10,10.5,0.07,999.9,0,0.606730769230769
"1594",2,50.4,9.9,7.8,0.08,999.9,0,0.759615384615385
"1595",3,55.7,10,4,0,999.9,0,0.691346153846154
"1596",4,63.6,10,3.1,0,999.9,0,0.733653846153846
"1597",5,67,9.8,8,0,999.9,0,0.711538461538462
"1598",6,57.5,9.5,9.2,0.28,999.9,0,0.745192307692308
"1599",7,58,9.4,7.8,0.13,999.9,0,0.728846153846154
"1600",1,66.1,9.5,10.7,0.47,999.9,0,0.744230769230769
"1601",2,54.1,10,11.5,0.29,999.9,0,0.776923076923077
"1602",3,49.5,9.8,10.2,0.05,999.9,0,0.7
"1603",4,63.9,9,12.8,0.79,999.9,0,0.742307692307692
"1604",5,72.1,10,13.1,0.02,999.9,0,0.743269230769231
"1605",6,64.5,9.8,7.1,0.06,999.9,0,0.814423076923077
"1606",7,76.4,10,10.2,0.05,999.9,0,0.841346153846154
"1607",1,70.9,10,6.2,0,999.9,0,0.794230769230769
"1608",2,62.7,9,6.7,0.01,999.9,1,0.718269230769231
"1609",3,65.7,9.5,7.9,1.28,999.9,0,0.718269230769231
"1610",4,60,6.5,7.1,0.74,999.9,0,0.708653846153846
"1611",5,66.9,9.4,5.7,0.13,999.9,0,0.716346153846154
"1612",6,71.4,10,6.9,0,999.9,0,0.799038461538462
"1613",7,71.4,10,8.6,0,999.9,0,0.881730769230769
"1614",1,60.9,10,7.5,0.03,999.9,0,0.705769230769231
"1615",2,58.9,10,7.8,0,999.9,0,0.679807692307692
"1616",3,67,9.6,7.6,0,999.9,0,0.741346153846154
"1617",4,75.5,9.4,8.7,0.53,999.9,0,0.758653846153846
"1618",5,66.4,8.1,5.5,0.01,999.9,0,0.7125
"1619",6,67.3,9.3,7.9,0,999.9,0,0.791346153846154
"1620",7,68.6,10,9.2,0,999.9,0,0.853846153846154
"1621",1,69.7,9,6.8,0,999.9,0,0.774038461538462
"1622",2,68.3,8.4,10.3,0.03,999.9,0,0.767307692307692
"1623",3,69.9,10,6.8,0,999.9,0,0.745192307692308
"1624",4,69.5,9.8,9,0,999.9,0,0.6875
"1625",5,59,9.6,13.9,0.72,999.9,0,0.674038461538462
"1626",6,66,10,10.6,0.02,999.9,0,0.775
"1627",7,67.4,9,9.5,0.04,999.9,0,0.798076923076923
"1628",1,59.9,4.8,5.7,0.2,999.9,1,0.693269230769231
"1629",2,59.8,9,6.7,0.09,999.9,0,0.722115384615385
"1630",3,65.1,6.8,4.1,0,999.9,1,0.688461538461538
"1631",4,67.4,8.7,5.5,0,999.9,0,0.772115384615385
"1632",5,60.4,6.5,10.6,0.5,999.9,0,0.703846153846154
"1633",6,63,10,5.1,0.01,999.9,0,0.75
"1634",7,69.1,10,8.3,0,999.9,0,0.793269230769231
"1635",1,74.2,9.8,8.9,0.12,999.9,0,0.776923076923077
"1636",2,73.2,9.9,9.4,0.13,999.9,0,0.778846153846154
"1637",3,74,10,11.4,0.05,999.9,0,0.753846153846154
"1638",4,79.3,10,6.3,0,999.9,0,0.767307692307692
"1639",5,77.9,10,6.8,0.16,999.9,0,0.721153846153846
"1640",6,78.5,9.7,8.6,0,999.9,0,0.813461538461538
"1641",7,80.4,10,5.7,0.45,999.9,0,0.829807692307692
"1642",1,78.4,9.7,5.7,0,999.9,0,0.773076923076923
"1643",2,79.2,10,6.9,0.26,999.9,0,0.869230769230769
"1644",3,84.9,10,8.1,0,999.9,0,0.739423076923077
"1645",4,77.3,9.4,6,1.34,999.9,0,0.774038461538462
"1646",5,78.8,9,6.2,0.01,999.9,0,0.769230769230769
"1647",6,82.8,9.3,6.4,0,999.9,0,0.855769230769231
"1648",7,80.1,9.8,8,0,999.9,0,0.783653846153846
"1649",1,72,10,11.8,0,999.9,0,0.744230769230769
"1650",2,73.3,10,7.2,0,999.9,0,0.798076923076923
"1651",3,76.8,9.8,5.5,0,999.9,0,0.714423076923077
"1652",4,85,9.9,8.9,0,999.9,0,0.804807692307692
"1653",5,78.7,10,7.8,0,999.9,0,0.734615384615385
"1654",6,74.1,10,4.6,0,999.9,0,0.756730769230769
"1655",7,82.4,10,8.7,0,999.9,0,0.858653846153846
"1656",1,80.2,10,7.4,0.14,999.9,0,0.758653846153846
"1657",2,82.3,10,10,0,999.9,0,0.789423076923077
"1658",3,77.6,9.3,7.1,0.07,999.9,0,0.725
"1659",4,81.6,9.7,4.3,0.08,999.9,0,0.772115384615385
"1660",5,79.2,8.7,8.5,0.28,999.9,0,0.730769230769231
"1661",6,86.5,10,10.4,1.43,999.9,0,0.770192307692308
"1662",7,86,10,12.9,0.01,999.9,0,0.794230769230769
"1663",1,75.7,9.9,9.1,0.32,999.9,0,0.744230769230769
"1664",2,71.9,10,12.2,0,999.9,0,0.759615384615385
"1665",3,70.8,10,7.1,0,999.9,0,0.756730769230769
"1666",4,71.7,10,5,0,999.9,0,0.716346153846154
"1667",5,74.3,10,4.7,0,999.9,0,0.768269230769231
"1668",6,76.7,10,7.9,0,999.9,0,0.784615384615385
"1669",7,80.2,10,11.8,0,999.9,0,0.793269230769231
"1670",1,81.5,10,10.1,0,999.9,0,0.799038461538462
"1671",2,77.5,9.6,9.8,0,999.9,0,0.783653846153846
"1672",3,73.3,10,6.3,0.68,999.9,0,0.746153846153846
"1673",4,70.3,10,8.5,0,999.9,0,0.685576923076923
"1674",5,71,10,5.5,0,999.9,0,0.870192307692308
"1675",6,74.2,10,5.6,0,999.9,0,0.847115384615385
"1676",7,76.5,10,4,0,999.9,0,0.835576923076923
"1677",1,79.4,10,5.1,0,999.9,0,0.809615384615385
"1678",2,80.1,10,5.7,0,999.9,0,0.776923076923077
"1679",3,77.1,9.5,7.5,0.27,999.9,0,0.752884615384615
"1680",4,77.8,10,5.9,0,999.9,0,0.748076923076923
"1681",5,80.2,10,10.1,0,999.9,0,0.786538461538462
"1682",6,73.8,10,5.2,0,999.9,0,0.764423076923077
"1683",7,75,10,5.3,0,999.9,0,0.767307692307692
"1684",1,75.7,10,6.8,0,999.9,0,0.771153846153846
"1685",2,77.3,8,4.4,0,999.9,0,0.681730769230769
"1686",3,76.1,6.4,5.4,0.54,999.9,0,0.732692307692308
"1687",4,73.8,9.6,5.3,0.23,999.9,0,0.761538461538461
"1688",5,71.5,10,7.9,0.45,999.9,0,0.780769230769231
"1689",6,73.2,10,7.4,0,999.9,0,0.744230769230769
"1690",7,74.7,10,5.3,0,999.9,0,0.779807692307692
"1691",1,75.1,9.5,7.6,0.07,999.9,0,0.729807692307692
"1692",2,77.8,10,3.6,1.37,999.9,0,0.756730769230769
"1693",3,75.9,9.6,4.6,0,999.9,0,0.702884615384615
"1694",4,74,9.9,5.5,0.17,999.9,0,0.693269230769231
"1695",5,74.3,10,8,0,999.9,0,0.725
"1696",6,70.6,10,10.1,0,999.9,0,0.75
"1697",7,69.4,10,8.7,0,999.9,0,0.786538461538462
"1698",1,70,10,8.8,0,999.9,0,0.736538461538462
"1699",2,72.2,9.6,9.4,0.13,999.9,0,0.700961538461538
"1700",3,72.9,10,9.7,0.45,999.9,0,0.702884615384615
"1701",4,69.6,10,11.8,0,999.9,0,0.723076923076923
"1702",5,71.5,10,10.6,0,999.9,0,0.742307692307692
"1703",6,70.8,10,7,0,999.9,0,0.735576923076923
"1704",7,68.3,10,8.2,0,999.9,0,0.745192307692308
"1705",1,67.4,8.9,5.2,0.78,999.9,0,0.85
"1706",2,71.3,8.4,3.8,0.67,999.9,0,0.747115384615385
"1707",3,73.1,9.9,9.5,0,999.9,0,0.649038461538462
"1708",4,68.4,10,9.3,0.17,999.9,0,0.656730769230769
"1709",5,64.8,10,4.4,0,999.9,0,0.622115384615385
"1710",6,68.4,10,8.8,0,999.9,0,0.741346153846154
"1711",7,68.1,10,7.6,0,999.9,0,0.706730769230769
"1712",1,66.1,10,8.2,0,999.9,0,0.692307692307692
"1713",2,67.5,10,5.7,0.05,999.9,0,0.748076923076923
"1714",3,79.4,10,10,0.01,999.9,0,0.693269230769231
"1715",4,81.6,9.8,7.9,0,999.9,0,0.720192307692308
"1716",5,74.2,9.4,6.3,0.37,999.9,0,0.753846153846154
"1717",6,75.1,9.5,10.7,0.63,999.9,0,0.785576923076923
"1718",7,68.4,10,6.9,0.01,999.9,0,0.733653846153846
"1719",1,71.6,9.2,9.3,0,999.9,0,0.752884615384615
"1720",2,72.2,8.6,5.1,0.15,999.9,0,0.775961538461538
"1721",3,70.3,7.5,6.9,0,999.9,0,0.747115384615385
"1722",4,72.6,10,7.1,0,999.9,0,0.725961538461538
"1723",5,74.3,10,5.8,0,999.9,0,0.757692307692308
"1724",6,76,9.8,3.7,0.01,999.9,0,0.782692307692308
"1725",7,76.6,10,9,0,999.9,0,0.727884615384615
"1726",1,73.2,8.7,10.1,0.55,999.9,0,0.631730769230769
"1727",2,68.8,9.8,9.5,0.5,999.9,0,0.736538461538462
"1728",3,68.1,10,8.2,0,999.9,0,0.725961538461538
"1729",4,70.8,10,11.8,0,999.9,0,0.684615384615385
"1730",5,66.8,10,9.3,0,999.9,0,0.682692307692308
"1731",6,64.7,8.8,8.5,0,999.9,0,0.641346153846154
"1732",7,63.6,5.7,9.3,1.54,999.9,0,0.672115384615385
"1733",1,64.1,8.3,9,0.73,999.9,0,0.684615384615385
"1734",2,73.9,7,6.6,0.1,999.9,1,0.723076923076923
"1735",3,79.7,10,8.2,0,999.9,0,0.841346153846154
"1736",4,68.3,7.2,8.6,0,999.9,0,0.700961538461538
"1737",5,63.1,7.7,8.2,0.59,999.9,0,0.699038461538461
"1738",6,54.1,10,9.6,0.18,999.9,0,0.6875
"1739",7,56,9.6,8.9,0,999.9,0,0.694230769230769
"1740",1,60.3,10,8.3,0.28,999.9,0,0.644230769230769
"1741",2,60.1,10,7,0,999.9,0,0.716346153846154
"1742",3,59.8,10,3,0,999.9,0,0.683653846153846
"1743",4,61.7,10,7.5,0,999.9,0,0.703846153846154
"1744",5,62.9,9.9,7,0,999.9,0,0.620192307692308
"1745",6,60,8.9,11.1,0.11,999.9,0,0.7
"1746",7,44.2,10,14.2,0.45,999.9,0,0.701923076923077
"1747",1,48.1,10,12.2,0,999.9,0,0.670192307692308
"1748",2,46.5,10,7.4,0,999.9,0,0.657692307692308
"1749",3,52.3,9.6,8,0,999.9,0,0.710576923076923
"1750",4,49.5,10,13.8,0.01,999.9,0,0.711538461538462
"1751",5,47,10,5.3,0,999.9,0,0.65
"1752",6,49.2,10,4.8,0,999.9,0,0.676923076923077
"1753",7,56.3,10,7.7,0,999.9,0,0.688461538461538
"1754",1,56.7,9.8,5.6,0,999.9,0,0.692307692307692
"1755",2,58.3,7.2,12.3,0,999.9,1,0.683653846153846
"1756",3,50.8,9.9,16.1,0.08,999.9,0,0.634615384615385
"1757",4,49.2,10,9,0.05,999.9,0,0.672115384615385
"1758",5,48.6,10,5.9,0.01,999.9,0,0.688461538461538
"1759",6,46.9,10,3.8,0,999.9,0,0.721153846153846
"1760",7,44.9,8,7.4,0,999.9,0,0.536538461538462
"1761",1,50.3,7.4,12.2,2.29,999.9,0,0.674038461538462
"1762",2,48.8,9.9,4,0.03,999.9,0,0.632692307692308
"1763",3,42.3,6.3,7.4,0.11,999.9,0,0.610576923076923
"1764",4,38.5,5.9,8.4,0.51,1.2,0,0.554807692307692
"1765",5,36,2,14.2,0.49,2,1,0.565384615384615
"1766",6,33.1,9.4,8.8,0.02,2,0,0.810576923076923
"1767",7,39.5,8.5,10.3,0,999.9,0,0.638461538461538
"1768",1,40.4,10,8,0,999.9,0,0.690384615384615
"1769",2,48.6,10,9.8,0,999.9,0,0.645192307692308
"1770",3,39.1,10,9.2,0,999.9,0,0.609615384615385
"1771",4,40.9,10,8.4,0,999.9,0,0.635576923076923
"1772",5,30.2,8.8,11.6,0,999.9,0,0.635576923076923
"1773",6,24.6,10,7.6,0,999.9,0,0.653846153846154
"1774",7,34.8,10,10.1,0,999.9,0,0.682692307692308
"1775",1,42.1,10,6.5,0,999.9,0,0.625
"1776",2,30.5,5.4,13.4,0.13,2,1,0.475
"1777",3,14.9,10,11.7,0.02,2,0,0.524038461538462
"1778",4,17.3,10,10.1,0,2,0,0.555769230769231
"1779",5,28.4,9.2,7.1,0,2,0,0.555769230769231
"1780",6,28.5,9.2,6,0,1.2,0,0.726923076923077
"1781",7,34.7,9.4,5,0,1.2,0,0.6375
"1782",1,34.2,10,6.2,0,999.9,0,0.674038461538462
"1783",2,37.9,5.9,5.4,0,999.9,0,0.656730769230769
"1784",3,38.3,7.4,4.2,0,999.9,0,0.655769230769231
"1785",4,42.5,5.2,4.2,0.03,999.9,0,0.700961538461538
"1786",5,47.8,8.6,14.6,0.18,999.9,0,0.636538461538461
"1787",6,37.2,10,8.2,0.31,999.9,0,0.699038461538461
"1788",7,32.4,10,4.8,0,999.9,0,0.675
"1789",1,39.4,10,8.9,0,999.9,0,0.670192307692308
"1790",2,45.5,10,7.3,0,999.9,0,0.664423076923077
"1791",3,42.1,9.3,5.5,0,999.9,0,0.651923076923077
"1792",4,45.8,7.7,18.3,0.49,999.9,0,0.6125
"1793",5,35.2,10,9.5,0.14,999.9,0,0.485576923076923
"1794",6,37.2,7.9,4.4,0.01,999.9,0,0.623076923076923
"1795",7,38.5,6.5,11.3,0.02,999.9,0,0.6375
"1796",1,40.5,6.5,9.1,0.16,999.9,0,0.689423076923077
"1797",2,33.3,9.6,11.7,0.06,999.9,0,0.681730769230769
"1798",3,33.5,9.7,10.1,0,999.9,0,0.6625
"1799",4,37.6,10,11.4,0,999.9,0,0.717307692307692
"1800",5,36.8,10,5.3,0,999.9,0,0.673076923076923
"1801",6,39.2,10,9.6,0,999.9,0,0.707692307692308
"1802",7,32,10,5.8,0,999.9,0,0.673076923076923
"1803",1,39.9,9.1,10.1,0,999.9,0,0.643269230769231
"1804",2,47.2,5.9,9.1,0.01,999.9,0,0.677884615384615
"1805",3,23.2,9.8,13.8,0.01,999.9,0,0.649038461538462
"1806",4,19.2,9.2,9.3,0,999.9,0,0.580769230769231
"1807",5,30.1,9.4,9.6,0,999.9,0,0.630769230769231
"1808",6,39.7,10,6.9,0,999.9,0,0.702884615384615
"1809",7,34.2,8.8,5.1,0,999.9,0,0.655769230769231
"1810",1,24.8,9.8,7.8,0,999.9,0,0.629807692307692
"1811",2,27.8,7.6,5.6,0,999.9,0,0.6
"1812",3,26.6,9.9,10.2,0,999.9,0,0.643269230769231
"1813",4,21.3,9.9,9.8,0,999.9,0,0.626923076923077
"1814",5,24.3,9.9,9,0,999.9,0,0.656730769230769
"1815",6,31.3,6.9,3.7,0,999.9,0,0.694230769230769
"1816",7,39,9.8,7.3,0,999.9,0,0.716346153846154
"1817",1,40.4,10,7.7,0,999.9,0,0.653846153846154
"1818",2,42.8,10,7.5,0,999.9,0,0.660576923076923
